reviews_name,reviews_text,reviews_reviewer,reviews_date,reviews_stars
Thank You Amazon,"Excellent mobile... Great on time delivery by amazon.
Thank You Amazon",Amazon Customer,22 May 2018,5.0 out of 5 stars
Five Stars,"Nice products, thanx amazon",Amazon Customer,10 April 2018,5.0 out of 5 stars
Ossam,Excellent phone,Amit singla,24 January 2018,5.0 out of 5 stars
Four Stars,Phone feels premium to use but sad to see no 4k video recording and dual rear camera provided.,Vikash Paswan,25 January 2018,4.0 out of 5 stars
the device is really awsome its better than c9 pro and v9,Got delivery before time and the box well packed.the device is really awsome its better than c9 pro and v9 plus,Amazon Customer,18 May 2018,5.0 out of 5 stars
Five Stars,The mobile is superb.,N.L.SUVA,25 January 2018,5.0 out of 5 stars
Good premium quality but price high mai use kar rha ...,Good premium quality but price high mai use kar rha hu phone koi problem nhi aaya hai battery bhi achha backup hai,Mojamil Ansari,21 April 2018,5.0 out of 5 stars
Five Stars,Good phone.easy to use,Amazon Customer,8 March 2018,5.0 out of 5 stars
Five Stars,Best phone as compared to others with the same price.,Tahir S.,12 February 2018,5.0 out of 5 stars
Not for Bluetooth users,The Bluetooth quality is crap. Keeps getting disconnected and interrupted .,Safi Mohammed,12 June 2018,2.0 out of 5 stars
Good value for money.,"Gorgeous phone. For the price point you get a great value of money.
Pros
1) Big screen at 6 inch makes reading and watch videos a breeze.
2) Good responsive phone with 64 GB ROM and 6 GB RAM.
3) The screen is almost edge to edge.
4) The Camera is good but not as great as that of Samsung S8 or an iphone.
5) Finger print scanner, for those who do not mind using it.
6) Blue light filter good for reading in the night.
7) WiFi and Bluetooth work in tandem. So if you are streaming sound from phone via WiFi into Bluetooth speaker it will work seamless.
Neutral Observations
1) A single speaker on the RHS. Would have been good if they had given dual speakers.
2) USB C charging so most of us who have micro usb chargers for them we will have to carry another cable.
Cons
1) Heavy. If you are watching movies in potrait or landscape mode then after a few minutes the hands tend to tire. Dont try to use this phone between index finger and thumb. Make it rest on your bottom palm with your 4 fingers curling on the top.
2) Battery not replaceable
3) No IR blaster, at this price it should be provided.",Amardeep,10 February 2018,4.0 out of 5 stars
Vry good A8+,Its vry good phone....looks great and also at discounted rate....thanks @Amazon,gaurishankar mishra,1 May 2018,5.0 out of 5 stars
Five Stars,Suprab phone,Rushi,4 February 2018,5.0 out of 5 stars
Two Stars,No invoice received. My mobile no.9446705214.,A.C.Kuruvilla,15 May 2018,2.0 out of 5 stars
Excellent Product.,Excellent Product.,Amazon Customer,26 January 2018,5.0 out of 5 stars
One Star,"this is a bed product, speaker not working network not coming properly.",Anshul c.,28 July 2018,1.0 out of 5 stars
Mid range Flagship,"Pro ---' everything
Con ---- none bro",Lancy,16 February 2018,5.0 out of 5 stars
Three Stars,The looks is so good but the fingerprint sensor doesn't work properly . Otherwise I loved it,Marli Ete,16 March 2018,3.0 out of 5 stars
Very happy with this phone,"Very happy with this phone, little long in size though. I was in a dilemma between a China phone & this Korean one. I have no regret on my selection.",Santosh M P,19 February 2018,5.0 out of 5 stars
Five Stars,Request for bill,Amazon Customer,2 February 2018,5.0 out of 5 stars
Five Stars,Nice handset no diff between note 8 and A8 plus only Spen with note 8,pankaj,24 January 2018,5.0 out of 5 stars
Excellent phone by samsung,"Great phone & fantastic camera performance of both cameras.Its IP68 & a top notch phone in this range & is far more better in value one+ & Lg
Ram is 6Gb & interface is buttery smooth.Has FM as well .
Camera low light performance is great on both cameras & battery life is amazing & easily goes for 1.5 days with net on.
Looks & screen size is really perfect & overall very happy with the product.",Abhay,4 February 2018,5.0 out of 5 stars
Five Stars,We love it but prize is too heavy...,Amazon Customer,9 April 2018,5.0 out of 5 stars
Five Stars,Realy Nice...,RISHI,29 January 2018,5.0 out of 5 stars
Five Stars,Awesome phone,Saqueeb,28 January 2018,5.0 out of 5 stars
"Awesome phone, superb display","Awesome phone, superb display, battery, camera along with the premium looks. I will suggest to go for the brand Samsung rather than any china phone at this price.",Seema Thakur,10 February 2018,5.0 out of 5 stars
Samsung A8 premium,Samsung has changed a lot. Quite amazed with this new series specifications. Apart from the rear camera this phone is outstanding.,Moidul Islam,9 May 2018,5.0 out of 5 stars
Five Stars,I purchased a good product,Amazon Customer,11 March 2018,5.0 out of 5 stars
"i m using this product past 2 weeks now, ...","i m using this product past 2 weeks now, the only problem which i felt is High graphics games many of the times games lag or start very slow, overall phone is good",himanshu,19 February 2018,3.0 out of 5 stars
Five Stars,"Best smartphone in this price. Awesome camera, smooth gaming, Bixby, waterproof.. 👍👍",rajiv sarkar,22 March 2018,5.0 out of 5 stars
Five Stars,Best phone,RAVI,21 February 2018,5.0 out of 5 stars
Good indeed.,It works just fine. The speed is quite sufficient. Camera works wonders. Worth it.,Mohsin Bagban,28 February 2018,4.0 out of 5 stars
Worth the price!,Beautiful phone......an awesome upgrade to my A7 2015. Everything is snappy and fast....feels premium.....loud clear speaker.....awesome camera and for this price......Kudos Samsung....you nailed it this time!,Ronet Swaminathan,26 January 2018,5.0 out of 5 stars
Best value for money,Superb superb.Best value for money.,Amazon Customer,5 March 2018,5.0 out of 5 stars
Mobile is super fast & look,Mobile is super fast & look.But charger is defective.charger is not properly adjust in mobile power slot.Mobile takeen charging for 10 hours minimum time.,Shivashankar G Desai,12 April 2018,5.0 out of 5 stars
Three Stars,Nice mobile .....but Issues with Face Unlock-takes almost 5-7 seconds to unlock.,NANI N,5 March 2018,3.0 out of 5 stars
Looking for 6 GB RAM !! Go for it !!,"Good phone great service. 1 day delivery
Just started using. Camera is good",AG,31 January 2018,5.0 out of 5 stars
Five Stars,Awsome,Diya,25 January 2018,5.0 out of 5 stars
Worst mobile in new samsung mobile,"No body can purchase this mobile, some time mobile is hanging problem",Niraj,13 March 2018,2.0 out of 5 stars
Five Stars,"nice smart phone and camera very good coliarty
and very good luck",Ramdas meena,4 June 2018,5.0 out of 5 stars
Five Stars,Nice,jyoti sushil dogra,6 February 2018,5.0 out of 5 stars
It lags alot not expected this from such price range ...,It lags alot not expected this from such price range handset. Dont buy it,Ankit Gajwani,15 February 2018,3.0 out of 5 stars
Five Stars,Amazing phone Don't buy China product same note 8 thnx Samsung thnx Amazon,jignesh kapadiya,4 February 2018,5.0 out of 5 stars
I like it most,Classic mobile handy and very fast. I like it most.,Amazon Customer,19 April 2018,5.0 out of 5 stars
Very bad phone,Worst phone battery life too bad gifted to my husband and now he is in unhappy with me,rOse19e,19 August 2018,1.0 out of 5 stars
Four Stars,,Adithyan,26 March 2018,4.0 out of 5 stars
Not satisfied.,Eye detection not working properly. Screen is on without unlock. Music player playing automatically. Totally not satisfied with it's performance.,GEDELA ATCHI BABU,26 June 2018,3.0 out of 5 stars
Four Stars,Gud phone classic look but heating prob. Online purchase is alwys bad,ABHISHEK KEDIA,7 April 2018,2.0 out of 5 stars
A complete worth of money,Well I have using from 1 month. Good battery life with fast charging. Smooth running and fast unlocking system with finger print sensor. It's like younger brother of s8+.I m satisfied with the product and ofcourse brand of Samsung,Gaurav R.,16 February 2018,5.0 out of 5 stars
Five Stars,"Awesome mobile in this price segment
Looks classy and faster",sajan,26 January 2018,5.0 out of 5 stars
Overall good but unhappy with charger,Overall the product is best for those who want infinity display in samsung mobiles but ..i got a issue with the charger which i supposed to be a manufacturing defect ( mobile is charging very slowly with a compatibility of fast charging ),lokesh gagwani,5 April 2018,3.0 out of 5 stars
Three Stars,Poor camera in low light,DHEERENDRA PRATAP PANDEY,15 February 2018,3.0 out of 5 stars
Nice Device Powerful Processor Samsung Exynos I like it,Nice Device Powerful Processor Samsung Exynos I like it........ After buying also value for Samsung devices and its work a long time.......,Rafae Abdul Hannan Afzal,28 January 2018,5.0 out of 5 stars
Good phone,Bought it on the date of launch. Till now I feel like its worth the money I had paid for it. Features like always on display are an eye catcher.,Raj Kiran Saraswat,15 February 2018,5.0 out of 5 stars
Five Stars,Excellent phone... Brilliant display... Premium design...,Amazon Customer,8 March 2018,5.0 out of 5 stars
Awesome cell but battary backup is not good,Awesome cell but battary backup is not good.over all it was good features and good camera and many more to doing in mobile..looking gourgeous.,Nirav sadhu,30 March 2018,4.0 out of 5 stars
... phone but weight is slightly high bt over all good,Too god phone but weight is slightly high bt over all good phone,Sunny,16 March 2018,4.0 out of 5 stars
Must buy great phone,Great Phone selfie camera great low light photography too good,Rohit Gaikwad,13 March 2018,5.0 out of 5 stars
Quick delivery with Amazon Prime,Delivered in two days with Amazon Prime. Exchange of old phone was quite easy and useful.,E S Suresh,10 July 2018,5.0 out of 5 stars
Five Stars,Premium mobile super,Suresh,22 February 2018,5.0 out of 5 stars
Rate should be around 25k,Nice phone. Rate is little higher. It should be around 25k.,Gyan Prakash Singh,15 February 2018,4.0 out of 5 stars
Mobile charging problem,"Since last 15 days facing problem of charging, not happening as fast as previously.
Pl advice.
Regards
Ajay Rane/9819829339",Ajay Rane,6 May 2018,4.0 out of 5 stars
Five Stars,Amazing one now i can trust this brand after using this phone.,Darshan Trivedi,2 April 2018,5.0 out of 5 stars
Excellent phone,Very good phone i got for 28k.only cons is average back camera in low light condition,Doctor S,18 April 2018,5.0 out of 5 stars
Five Stars,great phone with perfeCt camera.happy with the purchase,Amazon Customer,28 January 2018,5.0 out of 5 stars
Five Stars,Good Mobile tu use with cam Dslr Effect Very Nice,Tejas A Navare,15 February 2018,5.0 out of 5 stars
Five Stars,nice phone,Darshan,25 April 2018,5.0 out of 5 stars
Good Handset from Samsung,Good handset with good configuration. Looks & feels premium.,Sumanth,24 January 2018,4.0 out of 5 stars
Best phone at this price,Best mobile you could get at this place.I have been using this since a months and I am happy with it .,Sarada,12 April 2018,5.0 out of 5 stars
Using A8+ for one month. Performance seems to be ...,Using A8+ for one month. Performance seems to be satisfactory. Charger was received defective. Same replaced by service centre.,Kindle Customer,24 April 2018,4.0 out of 5 stars
Five Stars,Superb Phone in Lower Budget Compared to S8+ or Note 8.,Sagar Maru,11 March 2018,5.0 out of 5 stars
Good product from samsung,Rear Camera quality is average. Rest all ok.,RAKESH ADDAGUDI,28 October 2018,4.0 out of 5 stars
Four Stars,Great photo with all the features.,Naresh,24 April 2018,4.0 out of 5 stars
Equivalent to 5T,"Worth of every penny.....Got in exchange...
Wider width and grid view of contacts would have made better with comparison to 5T",Ravikanth R.,24 March 2018,5.0 out of 5 stars
Five Stars,Very good product,MD WAHIDUZZAMA,1 February 2018,5.0 out of 5 stars
Four Stars,"Overall product is excellant except battery capacity.
It should be min. 4000 mAh for 6"" display.",Rajaram,29 March 2018,4.0 out of 5 stars
Good,Back camera is poor..,koushik hegde,7 August 2018,2.0 out of 5 stars
Five Stars,loved the bixby assistant,Prabin,17 April 2018,5.0 out of 5 stars
Except this mobile is perfect for those who prefer big screen,Weight of the mobile could be a little bit less. Except this mobile is perfect for those who prefer big screen. So giving 4star.,Shamimul Islam,19 April 2018,4.0 out of 5 stars
Two Stars,Front camra and finger sencer not well,arman,4 April 2018,2.0 out of 5 stars
Excellent phone till now introduced by Samsung in their higher ...,Excellent phone till now introduced by Samsung in their higher mid range phone.... The look is beautiful.. But the camera is not that far good as expected in dual front camera... Overall good mobile..,Sagir S.,15 February 2018,4.0 out of 5 stars
Five Stars,good,Suhail,13 March 2018,5.0 out of 5 stars
Best ever,Very good phn that is samsung galaxy a8+...,Debjit Nag,30 January 2018,5.0 out of 5 stars
Five Stars,Good phone in 30K range with smart features.,mastinder nath,15 February 2018,5.0 out of 5 stars
Five Stars,Excellent mobile go for it its works well without any additional battery consumption,Amazon Customer,15 February 2018,4.0 out of 5 stars
better,"this phone is so good i like front camera
and back camera i love this phone feeling so better than purchasing😍🙈",Sandip,22 February 2018,5.0 out of 5 stars
Two Stars,Not bad,Mohammed shahid,23 April 2018,2.0 out of 5 stars
Five Stars,Good one. Worth buying....,chaitanya,28 January 2018,5.0 out of 5 stars
One of the best user friendly smartphones,A great phone and got it at a great value,Navin,24 February 2018,5.0 out of 5 stars
Worth the price.,Awesome phone and on time delivery.,Sufyan Sayed,11 March 2018,5.0 out of 5 stars
Two Stars,Poor face sensor,Amazon Customer,8 March 2018,2.0 out of 5 stars
Five Stars,Really amazing..just go for it,Shivayogi P,26 January 2018,5.0 out of 5 stars
Four Stars,Nice product....needed a Scratch Guard with it but only got back cover...awesome phone at This Range... To Infinity✌,Amazon Customer,15 March 2018,4.0 out of 5 stars
Five Stars,Amazing build quality with an impeccable screen. Battery life is the best .,Manish Reddy,14 March 2018,5.0 out of 5 stars
Nice product Good quality Tx,"Nice product
Good quality
Tx amazon",Amazon Customer,15 February 2018,5.0 out of 5 stars
Five Stars,Great mobile. High quality. Camera quality is really good. Battery life is superb.,pushkar,8 April 2018,5.0 out of 5 stars
Five Stars,Good Design & Best Camera quality.,Pawan kumar,28 January 2018,5.0 out of 5 stars
WhatsApp dialin bug,"Product is very good but having bug in whatsapp, not able to disconnect WhatsApp calls when we try to call someone and it works fine when we receive call from other side",Prakash,17 February 2018,4.0 out of 5 stars
Tough Competition from Samsung,"Good Phone with Nice Configurations
Screen is Bright & Clear, Front Canera is Fantastic, Back Camera Should ha e benn Better, UI is Good, Lags a little bit, Oreo may fix the issue",KJ,29 January 2018,4.0 out of 5 stars
Screen quality,Screen quality not good it get scratch easyly,Amazon Customer,26 July 2018,1.0 out of 5 stars
Nice product,Very cool smartphone with nice display,Surinder singh,20 April 2018,5.0 out of 5 stars
Five Stars,Mujhe achhaa lga phone aur premium look h. Jo one plus 5t se behtr bnata ise .,Rahul,26 March 2018,5.0 out of 5 stars
Facing many issues and mostly on voice calls lots of ...,Facing many issues and mostly on voice calls lots of disturbance in mic on voice callls and echo is coming,Arun Sharma,8 May 2018,1.0 out of 5 stars
Good phone,Feels good to have a nice phone.,Amazon Customer,9 February 2018,5.0 out of 5 stars
Beautiful Product .............Thanks to Samsung,"Beautiful Product .............Thanks to Samsung
Excellent Looking & Dispaly
Overall amazing",RAHUL MANDAL,1 February 2018,5.0 out of 5 stars
Nice but very cost camera super,Nice but very cost camera super,Anil,9 March 2018,5.0 out of 5 stars
Five Stars,Good products & good service,ankur jain,31 January 2018,5.0 out of 5 stars
Five Stars,good,Amazon Customer,1 February 2018,5.0 out of 5 stars
Four Stars,"Not giving 5 star just because weight of this phone.
Sometimes feels like☎️🙃😀",diwakar,19 April 2018,4.0 out of 5 stars
Five Stars,Service is very best this phone,Avdhesh,22 March 2018,5.0 out of 5 stars
Don't buy this phone,Worst product charger not working......,Vinay Kumar Sharma,27 July 2018,1.0 out of 5 stars
Five Stars,Excellent performance very good looking and running smoothly I am happy in this phone excellent..👍👍👍,Hifza Ghani,26 March 2018,5.0 out of 5 stars
Thanks samsung,Awesome product. Really love that!! All thanks to samsung,Raheman khan,8 February 2018,5.0 out of 5 stars
Five Stars,Probably the best mobile,Amazon Customer,27 January 2018,5.0 out of 5 stars
Four Stars,Good mobile and bast camera,ISLAM KHAN,12 March 2018,4.0 out of 5 stars
Five Stars,Best date delivery,Devendra kumar,11 March 2018,5.0 out of 5 stars
Four Stars,"Pretty good. As usual super phone of samsung.
But background blur option not in the RR camera.",SAIKUL AKBAR S,8 March 2018,4.0 out of 5 stars
Great phone,Excellent phone with all latest technology.,Ganesh Bist,4 August 2018,4.0 out of 5 stars
Good selfie camera,"Like
Watching videos",jatin,23 June 2018,4.0 out of 5 stars
Four Stars,"Display excellent , sound average, performance goof , All well battery could have been better",Ramaprasad B.,13 April 2018,4.0 out of 5 stars
Best Mid-range smartphone with a few trade-offs!!,"Nice camera, build quality is good. Slightly on the lower side from processor standpoint but overall a nice package for this price point. Water resistance is an added bonus.",ANANT,15 February 2018,4.0 out of 5 stars
Five Stars,Awesome ....,Prashant,25 January 2018,5.0 out of 5 stars
Osum perfect display quality,"Osum picture quality...
Osum perfect display quality....😍
Osum mobile phone.....",Rutuja Sanjay Digraskar,26 January 2018,5.0 out of 5 stars
Five Stars,Competitor of one+5T.,Mohanchonat,22 March 2018,5.0 out of 5 stars
Aaaaawesome,"Great mobile
Camera quality good enough
Live pic awesome
Good processer
Great features
My second mobile after samsung note 2
Love Samsung",Inayat,29 January 2018,5.0 out of 5 stars
Four Stars,Good but very costly,Rajendra Hukumchand Shrishrimal,5 March 2018,4.0 out of 5 stars
Good Product,Just a good phone with better features.,AJ,27 October 2018,4.0 out of 5 stars
Awsome Samsung piece ever bought.,"Awsome Samsung piece ever bought.
Best camera
Best display.
Number of features.
Just loved it.
And most important , delieverd in just 2 days by Amazkn.",Harpreet,24 March 2018,5.0 out of 5 stars
Five Stars,Great product....,sheetal khetale,26 January 2018,5.0 out of 5 stars
Awesome phone....Paisa Wasool.,"Awesome phone. Best camera, Build, Display, Ram Management, Battery, Sound quality etc..",Santosh,28 January 2018,5.0 out of 5 stars
Require Bill,Product was good but I have recived a product without bill o need a bill of this product,Asif shaikh,30 January 2018,4.0 out of 5 stars
Five Stars,Good product,Nazim,24 March 2018,5.0 out of 5 stars
Five Stars,totally satisfied..,Amazon Customer,21 March 2018,5.0 out of 5 stars
Phone is ok... but battry drains two ...,Phone is ok...but battry drains two fast.very upset from the battry,Amazon Customer,16 March 2018,4.0 out of 5 stars
Mobile super charge performance nice and fast charging 6 gb ram ...,Mobile super charge performance nice and fast charging 6 gb ram no hanging problem all programs and app running not heating problem nice mobile samsung A8+ MOBILE IS SUPER,Shunmuga raj.A,3 May 2018,4.0 out of 5 stars
MUST BUY,I GOT IT TODAY....WONDERFULLY GREAT TILL NOW....MUST BUY..,Sandhya jain,12 March 2018,5.0 out of 5 stars
loved it,simply awesome,sudhan prabanjan,8 February 2018,5.0 out of 5 stars
Five Stars,Awesome phone,Pradeep,26 January 2018,5.0 out of 5 stars
Five Stars,Just awesome and it looks very premium. I am very happy with this phone.,MAYANK JAIN,12 March 2018,5.0 out of 5 stars
Five Stars,Ver good phone in mid range .,sriragg bhhaskaar,27 January 2018,5.0 out of 5 stars
cameras are good but there is lesser battery life,"After using the phone almost for month I found the phone worth purchasing. Look wise stunning,cameras are good but there is lesser battery life.",Amazon Customer,15 February 2018,4.0 out of 5 stars
Five Stars,Nice product,Nimish B Sutar,5 February 2018,5.0 out of 5 stars
Five Stars,Super smart,ravi,29 January 2018,5.0 out of 5 stars
Perfect,"Perfect mobile phone easily handled in one hand and speed is superb,camera is good",Amazon Customer,2 February 2018,5.0 out of 5 stars
Awesome phone Just go for it I will give 5 ...,"Awesome phone
Just go for it
I will give 5 star if there is Android version 8.0",Amazon Customer,12 April 2018,4.0 out of 5 stars
Five Stars,Nice product mobile looks so premium nice selfie camera but Amazon delivery to bad,karthik,4 February 2018,5.0 out of 5 stars
Not worth of buying,"Not worth,phone is lagging sometimes don't buy",prashanth,21 October 2018,2.0 out of 5 stars
Five Stars,awsm phone,Yash Patil,30 January 2018,5.0 out of 5 stars
Five Stars,Very Good,M.V.SUBBA RAJU,24 February 2018,5.0 out of 5 stars
Four Stars,Looks a like as Note 8 and display quality is too gud,Saqib,11 February 2018,4.0 out of 5 stars
love it...,"Superb Phone from Samsung...
Thank u samsung",Ritesh,4 February 2018,5.0 out of 5 stars
Five Stars,Display is long and big. Osm phone at this price range .. go for it👌🖒🖒,udai singh,14 February 2018,5.0 out of 5 stars
Awesome phone go for it 1 thing i would mention ...,"Awesome phone go for it
1 thing i would mention fingerprint is bit slow",aditya rathod,13 March 2018,5.0 out of 5 stars
Five Stars,Very good mobile by samsung... happy to get it..,Navdeep,14 April 2018,5.0 out of 5 stars
Five Stars,Awesome phone...delivered order early..nice touch..nice camera...Awesome speed,rupali patil,25 January 2018,5.0 out of 5 stars
Atul Kadam,It is amazing phone. It's been 3 week now phone working superbly. Camera quality in low light is awesome. Nice display. Worth buying........,Atul Kadam,20 February 2018,5.0 out of 5 stars
I love you A8 PLUS,Nice phone 😍😍😍😍😍 lovely smart phone samsung A8 plus thanku samsung and Amazon.....,minchu pandey,15 April 2018,5.0 out of 5 stars
Five Stars,☺,lakhyajit senapoti,10 March 2018,5.0 out of 5 stars
Everything is fine but it does not have a front flash If ...,"Everything is fine but it does not have a front flash
If its a snapdragon processor it could be better than this.",akash sunil,10 May 2018,3.0 out of 5 stars
Five Stars,Very good and gorgeous looking.,TONMOY MONDAL,14 February 2018,5.0 out of 5 stars
Good,"Phone was awesome...😍
But it is little bit weight..😔",parthi,26 January 2018,5.0 out of 5 stars
else phn is good in all,Its heavy .....company should make it lighter.....else phn is good in all terms,Nikhil,28 February 2018,4.0 out of 5 stars
"Good Phone , Price High",Phone is Good for daily use. Should be priced around 25K,Amazon Customer,12 March 2018,4.0 out of 5 stars
A pic from A8 plus,"don't buy this phone, it lags alot even on lowest graphic on pubg",Punit zefron,20 February 2018,3.0 out of 5 stars
Five Stars,Excellent,RASHMI RANJAN TAREI,7 April 2018,5.0 out of 5 stars
Value for money mobile.,"Mobile is up to my expectations, water resistance along with dedicated card slot was the priority. Battery life and camera is good too.",Amazon Customer,16 February 2018,5.0 out of 5 stars
MY LOVELY PHONE,Best phone awesome built quality good battery life and camera nice display.,Dharmraj yadav,15 February 2018,5.0 out of 5 stars
Samsung galaxy A8 plus 2018 review,Very nice product. The quality the specifications are too good. Front camera is good rather than back camera. Overall is good.,Devinder Kumar,15 February 2018,4.0 out of 5 stars
Five Stars,Iam purchasing this ph very use ful phone this phone beat to one plus 5t,Sathish,24 January 2018,5.0 out of 5 stars
Five Stars,Amazing phone. Has all the advanced features. Infinity display is the best part.,allen r.,18 April 2018,5.0 out of 5 stars
Five Stars,Gives note 8 like experience in a budget,Prithvi,14 April 2018,5.0 out of 5 stars
Five Stars,Product is very nice. Still I is early to evaluate.,Amazon Customer,7 March 2018,5.0 out of 5 stars
Love my A8+😃,"Awesome screen, feature rich camera, Samsung experience UI, Samsung Pay and loads of features. Feels like a flagship phone all the way. Loving it!!!",Somraj,15 February 2018,5.0 out of 5 stars
Five Stars,Awesome mobile,Ravi Raiya,10 March 2018,5.0 out of 5 stars
Hardy phone,Really good and hardy phone but camera could have been better.,Chandra,1 February 2018,4.0 out of 5 stars
Four Stars,Good battery backup,Ganesh Kumar Ekanathan,1 March 2018,4.0 out of 5 stars
A8 plus is the best. Nice camera result. I love samsung,Superb 100 % original product with fast delievery,Kuldeep raval,13 March 2018,5.0 out of 5 stars
Ying to Yang,"I waited for this for more than 6 months..Simply Fantastic
If you are i to phototgraphy and like to use Rear camera don't buy this ""i mean it"" get View10/Oneplus 5t.
Other than that This is best in All other aspects.Sexy.Adonis.lovely.beautiful.fluid performence there is alot to say but Few words are sometimes enough. Hehehe
Conlusion: Go get it. You won't regret it,believe Me!!",prince,31 January 2018,5.0 out of 5 stars
Three Stars,The build quality is very bad in this price range,Amazon Customer,10 April 2018,3.0 out of 5 stars
Not Bad,Not Bad,Nikhil Dixit,17 February 2018,3.0 out of 5 stars
Five Stars,A best product from Samsung,Amit Ponia,15 February 2018,5.0 out of 5 stars
Good product abd tx to amazon..and tx to all....,Good product manufactur by samsung and tx for amazon for time to time delivery....and co-operative me...for replace my new phone.....tx to all and phone are good working....,@rockgujju,2 April 2018,5.0 out of 5 stars
Fabulous,"My galaxy A8+ works fine. Samsung has really worked on giving so many cool features like secure folder, wide selfie, good UI, extremely good RAM management, app customizations and many more... some of the best things about A8+ are:
*Battery lasts really long...will easily last entire day
*fast charger works really well...takes an hour and half to charge fully
*Display....this is the best thing about this phone. It is amazing...no phone in this range can beat this.....U will fall in love with the display.
*This phone is the most good looking phone...period. You will not want to keep it down from your hand.
* Really good for daily use...cool features...amazing UI....
* No lags...no heating
* Front camera is the best in class....if you are a selfie lover...u will love this phone...there is no match for the front camera....
* Sound output is fantastic. It is not like other samsung phones....it has really good loud speaker and sound clearity.
* Build quality is very good.
The only bad thing:
Rear camera needs upgrade....it will surely disappoint you....even budget phone like galaxy j7 does a far better job than this...I hope Samsung gives update for camera.
It takes good and sharp images in day light....but in artificial and low light...it fails like anything....it just doesn't lock the focus in low light.
Day light images are good.",Harsh S,20 March 2018,4.0 out of 5 stars
Five Stars,In this range best samsung phone Thanks Amazon for this product.,Amit Raj,16 February 2018,5.0 out of 5 stars
Five Stars,Best phone. Great features. Loving it,Amazon Customer,24 January 2018,5.0 out of 5 stars
Four Stars,Great phone but would have been better if it had bixby voice.,DIWAKAR SINGH,4 February 2018,4.0 out of 5 stars
Awesome phone...,WONDERFUL PHONE BY SAMSUNG...THIS PHONE IS A BEAST...WITH BEST IN CLASS CAMERA.,Rahul Ghogare,9 February 2018,5.0 out of 5 stars
Five Stars,Good use great battery and display at at higher midrange phone,Yash Raj,8 March 2018,5.0 out of 5 stars
Superb,"I only say that It's the best.
Nothing is impossible.",Nilesh Bhogayata,31 January 2018,5.0 out of 5 stars
Superb Mobile!!,"Superb mobile! I am little upset of back camera, it is not that great but not bad also.. Super fast Amazon service, great!!",Shekar Bhat,24 March 2018,4.0 out of 5 stars
Working well.,Camera not Good,D Muthu Prakash,8 October 2018,4.0 out of 5 stars
Better than s series,Nice phone,Madhankumar.K,18 August 2018,5.0 out of 5 stars
Five Stars,superb,MUNISH ARORA,22 February 2018,5.0 out of 5 stars
Five Stars,Good....,Nikunj Patel,26 January 2018,5.0 out of 5 stars
Five Stars,Really amazing delivery by Amazon phone was extremely good,Amazon Customer,4 March 2018,5.0 out of 5 stars
"Good one, in fact not so bad","Good one , in fact not so bad. After all its a brand.",Ajinkya,10 April 2018,4.0 out of 5 stars
Amazing phone from Samsung,This is truly a masterpiece from Samsung at this price range. Worth every penny!,Kevin,24 January 2018,5.0 out of 5 stars
Great Phone. Looks premium and camera is also fantastic,"Great Phone. Looks premium and camera is also fantastic.
Front camera comes with live focus which is the best part.
Sound quality is also great.
This phone looks way better than OnePlus 5T.
Overall superb phone!!!",Hussain,12 March 2018,5.0 out of 5 stars
Five Stars,Superb phone very good front cam,Nikhil,15 March 2018,5.0 out of 5 stars
Samsung ensure that its fast charging available but not working ...,"Samsung ensure that its fast charging available but not working, it's take time around 2 hrs to charge the full battery.",suresh baria,10 March 2018,4.0 out of 5 stars
Five Stars,Must buy,Ayush Sethi,21 March 2018,5.0 out of 5 stars
Feature rich phone,A nice phone with good features.,Amazon Customer,28 January 2018,5.0 out of 5 stars
Five Stars,Awesome phone.Oprates faster. Nice camera,Clive Sheldon,7 February 2018,5.0 out of 5 stars
Five Stars,Best phone from samsung in midrange till now..,banashree biswas,31 January 2018,5.0 out of 5 stars
Excellent phone,Excellent phone in this price.,Nidhi Mehta,1 February 2018,5.0 out of 5 stars
Five Stars,Excellent Product. Value for Money,Neeraj Verma,20 March 2018,5.0 out of 5 stars
Five Stars,amazing quality no diffrence between note8 and A8+,kamal akhter farooqui mohammed,20 March 2018,5.0 out of 5 stars
A good mid range price phone from Samsung,One of the best phone in this price range. The live focus and wide angle selfie feature on the front camera is awesome,Ketan Anchan,15 February 2018,5.0 out of 5 stars
Four Stars,excellent phone,vijitendra singh chaudhary,8 March 2018,4.0 out of 5 stars
Four Stars,Amazing phone. Superior performance. More comfortable device. Great functions. Thank you Amazon for the quick delivery.,Sanket,1 March 2018,4.0 out of 5 stars
No update,"Good delivery
Best phone
But update verry bad 2018 in only nougat
Samsung update verry slow",CHHOTU das,18 May 2018,5.0 out of 5 stars
Five Stars,Faster delivery good job & thanks to Samsung,Anwar Farooqui,16 March 2018,5.0 out of 5 stars
Awesome Mobile My Samsung Galaxy A8 Plus,Awesome Mobile My Samsung Galaxy A8 Plus,Amazon Customer,25 February 2018,4.0 out of 5 stars
Better than op6,Superb phone. No complaints,Subhajit kar,7 June 2018,5.0 out of 5 stars
Five Stars,Best phone by Samsung....look like note 8,Pratik Bhan,20 March 2018,5.0 out of 5 stars
Five Stars,Excellent device looks sexy,Siddhant thapa,12 April 2018,5.0 out of 5 stars
"Substantial lags, hangs often","Substantial lags, hangs often. Samsung UI feels bloated.",Prasad Shenoy,14 August 2018,1.0 out of 5 stars
